ADM1_EN,ADM2_EN,Shape_Area,Year,Month,Date,Rainfall_mm,Rainfall_Anomaly_mm,Rainfall_Anomaly_Percent
Machakos,Yatta,0.0862109028544,2023.0,11.0,2023-11,380.6539567261332,177.8558220973295,87.36601194910823
Nairobi,Dagoretti,0.00198642271282,2023.0,11.0,2023-11,227.62727475648956,75.2541723772678,49.35948616443901
Nairobi,Embakasi Central,0.000664901959297,2023.0,11.0,2023-11,251.62525877540492,104.57589922299309,71.00126516480837
Nairobi,Embakasi East,0.00697580217167,2023.0,11.0,2023-11,264.66385530694794,111.65782021657162,72.55825529795644
Nairobi,Embakasi North,0.000441181256097,2023.0,11.0,2023-11,233.51235700087116,88.72847512380729,61.27925739886332
Nairobi,Embakasi South,0.00142609820487,2023.0,11.0,2023-11,207.5107022603353,81.81486173210688,65.11654292765157
Nairobi,Embakasi West,0.000793166442342,2023.0,11.0,2023-11,237.19486295259915,98.04915831816264,70.49543815725957
Nairobi,Kamukunji,0.000718135459802,2023.0,11.0,2023-11,237.5512237548828,98.85622658019366,71.27598586391855
Nairobi,Kasarani,0.0110736011415,2023.0,11.0,2023-11,262.90435808106577,108.90989987668168,70.57108380950369
Nairobi,Kibra,0.00100197842996,2023.0,11.0,2023-11,210.97634636409697,70.57582923012355,50.49365769958029
Nairobi,Kilimani,0.00238546350977,2023.0,11.0,2023-11,209.9398384478268,69.45801281613531,49.69050014836455
Nairobi,Langata,0.0170497156745,2023.0,11.0,2023-11,225.46873351064923,85.43549588042778,61.6792110149102
Nairobi,Makadara,0.000974908477702,2023.0,11.0,2023-11,231.25760337633963,95.41349090761317,70.1400577246491
Nairobi,Mathare,0.000235884309461,2023.0,11.0,2023-11,235.81396484375,94.92176880279251,67.47081579395604
Nairobi,Roysambu,0.00390887981589,2023.0,11.0,2023-11,233.39361323346995,89.32050255342062,62.013820796599845
Nairobi,Ruaraka,0.000583416833502,2023.0,11.0,2023-11,233.0437411746464,88.647903698288,61.40311216888072
Nairobi,Starehe,0.00136813789598,2023.0,11.0,2023-11,220.4385604641654,87.06749150727242,65.2255247907769
Nairobi,Westlands,0.00590790301496,2023.0,11.0,2023-11,216.75398347841812,71.53779026037932,49.3336678403593
Turkana,Loima,0.792863767753,2023.0,11.0,2023-11,19.403240120866,0.5681319215825054,1.9801991177650096
Turkana,Turkana Central,0.538281501213,2023.0,11.0,2023-11,16.206662042359763,-2.2643496893536192,-25.06500278484707
Turkana,Turkana East,0.909087463502,2023.0,11.0,2023-11,10.86131448265147,-0.4919747265604829,-46.78188486660724
Turkana,Turkana North,1.66897152383,2023.0,11.0,2023-11,73.1350333631695,20.33421377223444,27.2906002073002
Turkana,Turkana South,0.603285539944,2023.0,11.0,2023-11,11.649247273078842,-1.464220055343867,-38.54921069406896
Turkana,Turkana West,1.19593592043,2023.0,11.0,2023-11,41.958044159111424,-1.5943325787087703,-7.197962412024522
Kiambu,Gatundu North,0.0190562071078,2023.0,12.0,2023-12,77.44949100445378,-16.36220099716679,-17.767475250433435
Kiambu,Gatundu South,0.018013492523,2023.0,12.0,2023-12,73.04840084725777,-18.93571669784182,-20.553678119413675
Kiambu,Githunguri,0.0140557399999,2023.0,12.0,2023-12,70.87951968688449,-23.06215967977488,-24.43539427691273
Kiambu,Juja,0.0303444523402,2023.0,12.0,2023-12,63.7169577098386,-22.9708717408808,-26.462603805740585
Kiambu,Kabete,0.00456838148631,2023.0,12.0,2023-12,73.27483257687864,-31.43922601693723,-30.111777312432984
Kiambu,Kiambaa,0.00720464174127,2023.0,12.0,2023-12,69.71903657860518,-27.583447955345186,-28.40636829778029
Kiambu,Kiambu,0.00796244668767,2023.0,12.0,2023-12,64.51687589116617,-21.85237663176068,-25.170591120857534
Kiambu,Kikuyu,0.0141641490709,2023.0,12.0,2023-12,73.80413323747261,-33.0490553814283,-30.86841705573112
Kiambu,Lari,0.037858207576,2023.0,12.0,2023-12,77.17724208973205,-23.108699117813053,-23.044478573799577
Kiambu,Limuru,0.0231553754199,2023.0,12.0,2023-12,74.42404827699782,-30.7350412852083,-29.263240694082807
Kiambu,Ruiru,0.0124421280679,2023.0,12.0,2023-12,61.67622428463429,-23.73723384936328,-27.829598798825582
Kiambu,Thika Town,0.0178033031507,2023.0,12.0,2023-12,60.99718839142246,-28.915488015092603,-32.1490427252243
Machakos,Kangundo,0.013896319438,2023.0,12.0,2023-12,86.43093792515944,-24.918475679406782,-22.629694466782933
Machakos,Kathiani,0.0167415041685,2023.0,12.0,2023-12,82.04943676210698,-30.472863356939808,-27.080156402133436
Machakos,Machakos Town,0.0615270519301,2023.0,12.0,2023-12,75.16900754201862,-31.84385390650726,-30.05974572941312
Machakos,Masinga,0.11427469357,2023.0,12.0,2023-12,42.50871747210413,-44.754021021747896,-51.08275819092653
Machakos,Matungulu,0.0472449879416,2023.0,12.0,2023-12,64.5318663570252,-36.64704901086386,-36.40434385898088
Machakos,Mavoko,0.0684719511619,2023.0,12.0,2023-12,59.429293568571694,-30.56351099111755,-33.99533656253242
Machakos,Mwala,0.0827962943547,2023.0,12.0,2023-12,74.66345826059802,-35.65731508147161,-32.55123320103302
