model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.4976958525345622,0.12669126691266913,0.6602564102564102,0.21259029927760578,0.6182581786030062,0.19349858569815026
RandomForest,0.8979591836734694,0.6666666666666666,0.01282051282051282,0.025157232704402517,0.6383119814887973,0.2099662159427974
XGBoost,0.597761685319289,0.1348314606741573,0.5384615384615384,0.21566110397946084,0.5866936621705514,0.14768747360072554
