mean_predicted_probability,fraction_of_positives,bin_count,model
0.2756513851968528,0.1118421052631579,152,LogisticRegression
0.35379326237615855,0.08552631578947369,152,LogisticRegression
0.4245952277109886,0.039473684210526314,152,LogisticRegression
0.4832470354141336,0.03289473684210526,152,LogisticRegression
0.5300120994653011,0.08552631578947369,152,LogisticRegression
0.5761139916029099,0.09271523178807947,151,LogisticRegression
0.6270344770465207,0.09868421052631579,152,LogisticRegression
0.6884456692437847,0.1118421052631579,152,LogisticRegression
0.7690351934210851,0.14473684210526316,152,LogisticRegression
0.9058167184535332,0.2236842105263158,152,LogisticRegression
0.08514775148175754,0.05921052631578947,152,RandomForest
0.15232484821369716,0.08552631578947369,152,RandomForest
0.21457045335071048,0.09210526315789473,152,RandomForest
0.27344795560949775,0.03289473684210526,152,RandomForest
0.34008662362103365,0.09868421052631579,152,RandomForest
0.41210871634440766,0.06622516556291391,151,RandomForest
0.4833049275534261,0.1118421052631579,152,RandomForest
0.547099427150374,0.1513157894736842,152,RandomForest
0.6098069077798144,0.125,152,RandomForest
0.7122769285021736,0.20394736842105263,152,RandomForest
0.0005609113563698548,0.06578947368421052,152,XGBoost
0.002001661438905438,0.05263157894736842,152,XGBoost
0.005343784328464321,0.09868421052631579,152,XGBoost
0.01093570621206278,0.06578947368421052,152,XGBoost
0.0215933529022885,0.07894736842105263,152,XGBoost
0.043088847795957765,0.1390728476821192,151,XGBoost
0.0792642580345273,0.08552631578947369,152,XGBoost
0.15676659576006627,0.125,152,XGBoost
0.3196827175193711,0.11842105263157894,152,XGBoost
0.6968487001171237,0.19736842105263158,152,XGBoost
