model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.43515470704410797,0.12339055793991416,0.7371794871794872,0.2113970588235294,0.6121771356547585,0.17190138981719544
RandomForest,0.67412771560237,0.158953722334004,0.5064102564102564,0.24196018376722817,0.6151024324171792,0.1524183387452263
XGBoost,0.8413429888084266,0.1897810218978102,0.16666666666666666,0.17747440273037543,0.6036222886919879,0.1519864726898933
