County,SubCounty,panel_date,Year,Month,Population_Density_per_SqKm,Total_Population,total_abstraction_m3_per_day,wrua_count,Mean_NDVI,Rainfall_mm,Rainfall_Anomaly_mm,Rainfall_Anomaly_Percent,conflict_onset,conflict_persistence,conflict_severity_weighted
Nairobi,Embakasi,2025-04-01,2025,4,11460,988808,43644.55,0.0,0.3656260447389759,188.93841436507856,6.6741805421187,3.7216018851192643,False,0.0,0.0
Nairobi,Embakasi,2025-05-01,2025,5,11460,988808,43644.55,0.0,0.34274317013333544,96.3020922665434,-9.297038696327373,-8.788858736829413,False,0.0,0.0
Nairobi,Embakasi,2025-06-01,2025,6,11460,988808,43644.55,0.0,0.28234089001389473,22.337979783462856,-1.1035055087712604,-4.958220092251404,False,0.0,0.0
Nairobi,Embakasi,2025-07-01,2025,7,11460,988808,43644.55,0.0,0.26448311511763184,6.394742389039893,-6.700100643092372,-51.40603976945056,False,0.0,0.0
Nairobi,Embakasi,2025-08-01,2025,8,11460,988808,43644.55,0.0,0.24767479471580428,22.775999713744504,6.805240837065265,43.683618763516314,False,0.0,0.0
Nairobi,Embakasi,2025-09-01,2025,9,11460,988808,43644.55,0.0,0.23787411392530947,16.512562780029082,-1.2587453963746538,-7.231759321451131,False,0.0,0.0
Nairobi,Embakasi,2025-10-01,2025,10,11460,988808,43644.55,0.0,0.25742219153247625,100.65399617975085,46.90566234346312,87.44848722774168,False,0.0,0.0
Nairobi,Embakasi,2025-11-01,2025,11,11460,988808,43644.55,0.0,0.29274564708841977,47.224273730974055,-94.71189060552933,-66.72746555326421,False,0.0,0.0
Nairobi,Embakasi,2025-12-01,2025,12,11460,988808,43644.55,0.0,0.25754414853456914,136.9901328601451,43.56867583505816,46.595985447126,False,0.0,0.0
Nairobi,Embakasi,2026-01-01,2026,1,11460,988808,43644.55,0.0,,,,,False,0.0,0.0
Nairobi,Kamukunji,2004-01-01,2004,1,25455,268276,11889.5,0.0,0.3574309989814738,100.01037001609802,50.59946013140407,102.4054409228321,False,0.0,0.0
Nairobi,Kamukunji,2004-02-01,2004,2,25455,268276,11889.5,0.0,0.374676309631954,53.00607228279114,15.384302579524793,40.8920226264346,False,0.0,0.0
Nairobi,Kamukunji,2004-03-01,2004,3,25455,268276,11889.5,0.0,0.2986074118424311,78.87414741516113,-23.53114801103419,-22.97844844165638,False,0.0,0.0
Nairobi,Kamukunji,2004-04-01,2004,4,25455,268276,11889.5,0.0,0.4475609587909819,201.78987216949463,19.14778952165082,10.483777475627068,False,0.0,0.0
Nairobi,Kamukunji,2004-05-01,2004,5,25455,268276,11889.5,0.0,0.4394457937622152,93.17318725585938,-12.284948806871071,-11.649123780799163,False,0.0,0.0
Nairobi,Kamukunji,2004-06-01,2004,6,25455,268276,11889.5,0.0,0.3673730104330111,9.604371547698976,-14.015574154571038,-59.337876264567626,False,0.0,0.0
Nairobi,Kamukunji,2004-07-01,2004,7,25455,268276,11889.5,0.0,0.2936706499298042,0.0,-14.872759266333146,-100.0,False,0.0,0.0
Nairobi,Kamukunji,2004-08-01,2004,8,25455,268276,11889.5,0.0,0.2418931965204943,6.424157619476318,-9.010719060897827,-58.3789507845903,False,0.0,0.0
Nairobi,Kamukunji,2004-09-01,2004,9,25455,268276,11889.5,0.0,0.2547001830594322,20.202396392822266,2.5771334774114862,14.621815798039249,False,0.0,0.0
Nairobi,Kamukunji,2004-10-01,2004,10,25455,268276,11889.5,0.0,0.3126226704654939,43.12552309036255,-5.698904755440623,-11.672240734574192,False,0.0,0.0
Nairobi,Kamukunji,2004-11-01,2004,11,25455,268276,11889.5,0.0,0.4430293363063284,124.52367401123048,-14.17132316345868,-10.21761667842252,False,0.0,0.0
Nairobi,Kamukunji,2004-12-01,2004,12,25455,268276,11889.5,0.0,0.4578779351446582,71.27388000488281,-25.186473836952985,-26.11070023467959,False,0.0,0.0
Nairobi,Kamukunji,2005-01-01,2005,1,25455,268276,11889.5,0.0,0.3536214633743495,54.32054138183594,4.909631497141987,9.936330880364636,False,0.0,0.0
Nairobi,Kamukunji,2005-02-01,2005,2,25455,268276,11889.5,0.0,0.2957972664959945,27.642416954040527,-9.979352749225818,-26.52547402191823,False,0.0,0.0
Nairobi,Kamukunji,2005-03-01,2005,3,25455,268276,11889.5,0.0,0.2783485740633687,78.86323976516724,-23.542055661028087,-22.98909989278349,False,0.0,0.0
Nairobi,Kamukunji,2005-04-01,2005,4,25455,268276,11889.5,0.0,0.4143512387480386,144.00482320785522,-38.63725943998858,-21.154631440819653,False,0.0,0.0
Nairobi,Kamukunji,2005-05-01,2005,5,25455,268276,11889.5,0.0,0.3526278869711232,153.4807596206665,48.02262355793606,45.537144264877206,False,0.0,0.0
Nairobi,Kamukunji,2005-06-01,2005,6,25455,268276,11889.5,0.0,0.4324914980592947,9.767989158630373,-13.85195654363964,-58.64516675120209,False,0.0,0.0
Nairobi,Kamukunji,2005-07-01,2005,7,25455,268276,11889.5,0.0,0.1786904836622896,11.37550163269043,-3.4972576336427164,-23.514517857888784,False,0.0,0.0
Nairobi,Kamukunji,2005-08-01,2005,8,25455,268276,11889.5,0.0,0.3328421628540754,7.015811443328857,-8.419065237045288,-54.545724020913966,False,0.0,0.0
Nairobi,Kamukunji,2005-09-01,2005,9,25455,268276,11889.5,0.0,0.2828578853194592,10.667375326156616,-6.957887589254163,-39.476787510332585,False,0.0,0.0
Nairobi,Kamukunji,2005-10-01,2005,10,25455,268276,11889.5,0.0,0.3048647066919921,25.100603580474854,-23.72382426532832,-48.59007122470061,False,0.0,0.0
Nairobi,Kamukunji,2005-11-01,2005,11,25455,268276,11889.5,0.0,0.3494944559143333,85.94488716125488,-52.750110013434266,-38.03317429466792,False,0.0,0.0
Nairobi,Kamukunji,2005-12-01,2005,12,25455,268276,11889.5,0.0,0.318381651388774,14.942360401153564,-81.51799344068223,-84.50932449858699,False,0.0,0.0
Nairobi,Kamukunji,2006-01-01,2006,1,25455,268276,11889.5,0.0,0.2772073815619235,10.577381372451782,-38.83352851224217,-78.59302450180472,False,0.0,0.0
Nairobi,Kamukunji,2006-02-01,2006,2,25455,268276,11889.5,0.0,0.2207396770996779,27.65862488746643,-9.963144815799916,-26.482392759251056,False,0.0,0.0
Nairobi,Kamukunji,2006-03-01,2006,3,25455,268276,11889.5,0.0,0.3843958584523905,117.29171180725098,14.886416381055652,14.53676425530598,False,0.0,0.0
Nairobi,Kamukunji,2006-04-01,2006,4,25455,268276,11889.5,0.0,0.4480664781016873,207.5448064804077,24.902723832563908,13.634713025354287,False,0.0,0.0
Nairobi,Kamukunji,2006-05-01,2006,5,25455,268276,11889.5,0.0,0.4654401244253585,93.66025924682616,-11.797876815904274,-11.18726089458518,False,0.0,0.0
Nairobi,Kamukunji,2006-06-01,2006,6,25455,268276,11889.5,0.0,0.3665318358245932,8.720926284790039,-14.899019417479971,-63.07812729666051,False,0.0,0.0
Nairobi,Kamukunji,2006-07-01,2006,7,25455,268276,11889.5,0.0,0.3281747116469843,0.0,-14.872759266333146,-100.0,False,0.0,0.0
Nairobi,Kamukunji,2006-08-01,2006,8,25455,268276,11889.5,0.0,0.2860020026426623,19.951644897460938,4.516768217086792,29.263390376354497,False,0.0,0.0
Nairobi,Kamukunji,2006-09-01,2006,9,25455,268276,11889.5,0.0,0.2660066754755414,16.91078519821167,-0.7144777171991095,-4.053713811976107,False,0.0,0.0
Nairobi,Kamukunji,2006-10-01,2006,10,25455,268276,11889.5,0.0,0.2694862223690367,24.48230504989624,-24.34212279590693,-49.85644250206881,False,0.0,0.0
Nairobi,Kamukunji,2006-11-01,2006,11,25455,268276,11889.5,0.0,0.3522083519145536,257.22669792175293,118.53170074706378,85.46213141182785,False,0.0,0.0
Nairobi,Kamukunji,2006-12-01,2006,12,25455,268276,11889.5,0.0,0.4843954386544442,187.040753364563,90.5803995227272,93.90427871667374,False,0.0,0.0
Nairobi,Kamukunji,2007-01-01,2007,1,25455,268276,11889.5,0.0,0.4630169488259421,39.50492191314697,-9.905987971546978,-20.04817963211716,False,0.0,0.0
Nairobi,Kamukunji,2007-02-01,2007,2,25455,268276,11889.5,0.0,0.3847945921766176,67.25028419494629,29.628514491679944,78.7536437689362,False,0.0,0.0
Nairobi,Kamukunji,2007-03-01,2007,3,25455,268276,11889.5,0.0,0.3520106408456518,38.05262756347656,-64.35266786271876,-62.84115249596489,False,0.0,0.0
Nairobi,Kamukunji,2007-04-01,2007,4,25455,268276,11889.5,0.0,0.3970867674181737,153.39581108093262,-29.24627156691119,-16.01288768881461,False,0.0,0.0
Nairobi,Kamukunji,2007-05-01,2007,5,25455,268276,11889.5,0.0,0.4018804484267896,69.16732788085938,-36.29080818187107,-34.41252570620434,False,0.0,0.0
Nairobi,Kamukunji,2007-06-01,2007,6,25455,268276,11889.5,0.0,0.4211527087290443,29.02458667755127,5.404640975281257,22.88168247042939,False,0.0,0.0
Nairobi,Kamukunji,2007-07-01,2007,7,25455,268276,11889.5,0.0,0.2293400941448508,21.890485763549805,7.017726497216659,47.18510110697749,False,0.0,0.0
Nairobi,Kamukunji,2007-08-01,2007,8,25455,268276,11889.5,0.0,0.3723237991025958,13.801754713058472,-1.6331219673156738,-10.580725723531252,False,0.0,0.0
Nairobi,Kamukunji,2007-09-01,2007,9,25455,268276,11889.5,0.0,0.3677213381231587,19.1993625164032,1.5740996009924189,8.930928341591393,False,0.0,0.0
Nairobi,Kamukunji,2007-10-01,2007,10,25455,268276,11889.5,0.0,0.3352844495829547,26.93197250366211,-21.892455342141066,-44.83914365833758,False,0.0,0.0
Nairobi,Kamukunji,2007-11-01,2007,11,25455,268276,11889.5,0.0,0.3781138960002201,71.66933298110962,-67.02566419357953,-48.32594221777109,False,0.0,0.0
Nairobi,Kamukunji,2007-12-01,2007,12,25455,268276,11889.5,0.0,0.4048943003826351,55.52840805053711,-40.93194579129869,-42.43395774642711,False,0.0,0.0
Nairobi,Kamukunji,2008-01-01,2008,1,25455,268276,11889.5,0.0,0.4174128692157345,47.797340393066406,-1.613569491627544,-3.265613799448329,False,0.0,0.0
Nairobi,Kamukunji,2008-02-01,2008,2,25455,268276,11889.5,0.0,0.3411169694717428,25.76681911945343,-11.854950583812917,-31.510879677687413,False,0.0,0.0
Nairobi,Kamukunji,2008-03-01,2008,3,25455,268276,11889.5,0.0,0.3230058014699807,161.52059364318848,59.11529821699315,57.726798180664616,False,0.0,0.0
Nairobi,Kamukunji,2008-04-01,2008,4,25455,268276,11889.5,0.0,0.3457580105706497,89.78871154785156,-92.85337109999224,-50.838979578997055,False,0.0,0.0
Nairobi,Kamukunji,2008-05-01,2008,5,25455,268276,11889.5,0.0,0.3876448770886665,48.01867151260376,-57.43946455012669,-54.46660323671901,False,0.0,0.0
Nairobi,Kamukunji,2008-06-01,2008,6,25455,268276,11889.5,0.0,0.3195513502353618,9.925890684127808,-13.694055018142205,-57.97665748582194,False,0.0,0.0
Nairobi,Kamukunji,2008-07-01,2008,7,25455,268276,11889.5,0.0,0.334888913205054,14.134678840637209,-0.738080425695939,-4.962632773642087,False,0.0,0.0
Nairobi,Kamukunji,2008-08-01,2008,8,25455,268276,11889.5,0.0,0.2434141795358823,5.676287889480591,-9.758588790893556,-63.22427443363936,False,0.0,0.0
Nairobi,Kamukunji,2008-09-01,2008,9,25455,268276,11889.5,0.0,0.2648931414650259,18.739001274108887,1.1137383586981071,6.31898862469905,False,0.0,0.0
Nairobi,Kamukunji,2008-10-01,2008,10,25455,268276,11889.5,0.0,0.3720073967021774,52.55328369140625,3.72885584560308,7.637275048833167,False,0.0,0.0
Nairobi,Kamukunji,2008-11-01,2008,11,25455,268276,11889.5,0.0,0.4524502298565802,99.65059661865234,-39.044400556036805,-28.151268143334395,False,0.0,0.0
Nairobi,Kamukunji,2008-12-01,2008,12,25455,268276,11889.5,0.0,0.3638099966966718,15.753631591796877,-80.70672225003892,-83.66828343007346,False,0.0,0.0
Nairobi,Kamukunji,2009-01-01,2009,1,25455,268276,11889.5,0.0,0.3060650934566576,50.41895866394043,1.0080487792464794,2.040134014125377,False,0.0,0.0
Nairobi,Kamukunji,2009-02-01,2009,2,25455,268276,11889.5,0.0,0.3175037121149557,28.36828994750977,-9.25347975575658,-24.596077826060338,False,0.0,0.0
Nairobi,Kamukunji,2009-03-01,2009,3,25455,268276,11889.5,0.0,0.2622654692102291,26.62977266311645,-75.77552276307887,-73.99570739746673,False,0.0,0.0
Nairobi,Kamukunji,2009-04-01,2009,4,25455,268276,11889.5,0.0,0.3104477468549562,76.01391267776489,-106.62816997007891,-58.38094289346832,False,0.0,0.0
Nairobi,Kamukunji,2009-05-01,2009,5,25455,268276,11889.5,0.0,0.4269727805764306,77.84535789489746,-27.612778167832985,-26.183639497864696,False,0.0,0.0
Nairobi,Kamukunji,2009-06-01,2009,6,25455,268276,11889.5,0.0,0.3798074944256336,20.841636419296265,-2.778309282973748,-11.762555756877696,False,0.0,0.0
Nairobi,Kamukunji,2009-07-01,2009,7,25455,268276,11889.5,0.0,0.2968809824648333,5.159494876861572,-9.713264389471574,-65.30909440226799,False,0.0,0.0
Nairobi,Kamukunji,2009-08-01,2009,8,25455,268276,11889.5,0.0,0.252692600545049,5.000299453735352,-10.434577226638794,-67.60389112733655,False,0.0,0.0
Nairobi,Kamukunji,2009-09-01,2009,9,25455,268276,11889.5,0.0,0.2369219244638972,6.10269570350647,-11.52256721190431,-65.37529265353238,False,0.0,0.0
Nairobi,Kamukunji,2009-10-01,2009,10,25455,268276,11889.5,0.0,0.2386195749717838,58.17458724975586,9.350159403952688,19.150576497244924,False,0.0,0.0
Nairobi,Kamukunji,2009-11-01,2009,11,25455,268276,11889.5,0.0,0.3162017603986014,72.8742733001709,-65.82072387451825,-47.457172367663496,False,0.0,0.0
Nairobi,Kamukunji,2009-12-01,2009,12,25455,268276,11889.5,0.0,0.4175999435681447,102.10486221313477,5.6445083712989685,5.851635564756648,False,0.0,0.0
Nairobi,Kamukunji,2010-01-01,2010,1,25455,268276,11889.5,0.0,0.3931104660445397,84.15702819824219,34.74611831354824,70.32074170387128,True,1.0,2.772588722239781
Nairobi,Kamukunji,2010-02-01,2010,2,25455,268276,11889.5,0.0,0.3246244033363609,84.53249311447144,46.91072341120509,124.69036885081,False,0.9609895130718222,2.664428686133633
Nairobi,Kamukunji,2010-03-01,2010,3,25455,268276,11889.5,0.0,0.3882931717455334,201.79444789886475,99.38915247266942,97.05470020766684,False,0.9270639336037745,2.5703670071050744
Nairobi,Kamukunji,2010-04-01,2010,4,25455,268276,11889.5,0.0,0.3929520012662755,109.20092582702635,-73.44115682081744,-40.21042453968341,False,0.8908987181403393,2.4700957385737823
Nairobi,Kamukunji,2010-05-01,2010,5,25455,268276,11889.5,0.0,0.4241196616841468,171.2048511505127,65.74671508778225,62.34390018867168,False,0.8572439828530728,2.376784999066342
Nairobi,Kamukunji,2010-06-01,2010,6,25455,268276,11889.5,0.0,0.3660579926776225,26.72982215881348,3.109876456543464,13.166315010811338,False,0.823802477665724,2.2840654589291756
Nairobi,Kamukunji,2010-07-01,2010,7,25455,268276,11889.5,0.0,0.2791697841825638,0.0,-14.872759266333146,-100.0,False,0.7926823809024162,2.1977822296082175
Nairobi,Kamukunji,2010-08-01,2010,8,25455,268276,11889.5,0.0,0.2922011052385276,12.710903644561768,-2.723973035812378,-17.64816844488289,False,0.7617594552440257,2.1120456746691048
Nairobi,Kamukunji,2010-09-01,2010,9,25455,268276,11889.5,0.0,0.2618666171167451,14.208839893341064,-3.416423022069715,-19.383671259068368,False,0.7320428479728127,2.029653744485711
Nairobi,Kamukunji,2010-10-01,2010,10,25455,268276,11889.5,0.0,0.3138354997660141,47.475679874420166,-1.3487479713830055,-2.7624450114246257,False,0.7043890779473172,1.9529812135856097
Nairobi,Kamukunji,2010-11-01,2010,11,25455,268276,11889.5,0.0,0.4484086671071102,87.06486082077026,-51.630136353918886,-37.22566596175757,False,0.6769105170297022,1.8767944654820516
Nairobi,Kamukunji,2010-12-01,2010,12,25455,268276,11889.5,0.0,0.4154568640405203,79.59674453735352,-16.86360930448228,-17.482425299966472,False,0.6513394349303196,1.805896371637836
Nairobi,Kamukunji,2011-01-01,2011,1,25455,268276,11889.5,0.0,0.3487649324194125,13.173316240310667,-36.23759364438328,-73.33925590309485,False,0.6259303664181637,1.7354474748384145
Nairobi,Kamukunji,2011-02-01,2011,2,25455,268276,11889.5,0.0,0.2865526426624826,60.08775806427002,22.465988361003674,59.71539493808863,False,0.6015125180410583,1.6677468238066913
Nairobi,Kamukunji,2011-03-01,2011,3,25455,268276,11889.5,0.0,0.3014554656316237,100.45931720733644,-1.9459782188588968,-1.9002710853574816,False,0.5802774676536747,1.608870762586438
Nairobi,Kamukunji,2011-04-01,2011,4,25455,268276,11889.5,0.0,0.3333087111514849,46.53506326675415,-136.10701938108966,-74.52117135760031,False,0.5576405610870548,1.546107930733432
Nairobi,Kamukunji,2011-05-01,2011,5,25455,268276,11889.5,0.0,0.2582506592892337,64.9973087310791,-40.46082733165135,-38.36671957447051,False,0.5365750402969899,1.4877019053627902
Nairobi,Kamukunji,2011-06-01,2011,6,25455,268276,11889.5,0.0,0.3392372711757095,36.75008535385132,13.130139651581306,55.58920336687913,False,0.5156429867014977,1.4296659296306098
Nairobi,Kamukunji,2011-07-01,2011,7,25455,268276,11889.5,0.0,0.2898079500096346,9.254634857177734,-5.618124409155412,-37.77459386351347,False,0.49616397313147176,1.3756586362860004
Nairobi,Kamukunji,2011-08-01,2011,8,25455,268276,11889.5,0.0,0.2011267528284744,26.62077140808105,11.18589472770691,72.47155231197972,False,0.47680837494339373,1.3219935230375306
Nairobi,Kamukunji,2011-09-01,2011,9,25455,268276,11889.5,0.0,0.3215382607977537,22.22983360290528,4.604570687494494,26.124834049814112,False,0.4582078480654187,1.270421911987939
Nairobi,Kamukunji,2011-10-01,2011,10,25455,268276,11889.5,0.0,0.3321143116690064,82.90187072753906,34.07744288173589,69.79588780714224,False,0.4408985136605167,1.2224302466274306
Nairobi,Kamukunji,2011-11-01,2011,11,25455,268276,11889.5,0.0,0.2927231797285765,197.965392112732,59.270394938042784,42.73434236664681,False,0.4236988479567101,1.174742647470762
Nairobi,Kamukunji,2011-12-01,2011,12,25455,268276,11889.5,0.0,0.4494074145952045,72.21276092529297,-24.24759291654283,-25.137366753081945,False,0.4076931311685346,1.1303653776125029
Nairobi,Kamukunji,2012-01-01,2012,1,25455,268276,11889.5,0.0,0.3719364921408315,8.627541542053223,-40.78336834264073,-82.539197189069,False,0.3917888236043766,1.0862692738250856
Nairobi,Kamukunji,2012-02-01,2012,2,25455,268276,11889.5,0.0,0.2938532923170093,15.108534574508669,-22.51323512875768,-59.840978524737146,False,0.3765049508225519,1.0438933805180508
Nairobi,Kamukunji,2012-03-01,2012,3,25455,268276,11889.5,0.0,0.2432496600324825,24.55991744995117,-77.84537797624415,-76.01694585447314,False,0.36274736433207816,1.005749251369325
Nairobi,Kamukunji,2012-04-01,2012,4,25455,268276,11889.5,0.0,0.4202742918490378,327.4597177505493,144.8176351027055,79.29039846853453,False,0.3485964130175707,0.9665144833457574
Nairobi,Kamukunji,2012-05-01,2012,5,25455,268276,11889.5,0.0,0.4344432130371347,192.91564750671387,87.45751144398342,82.93102335125705,False,0.33542777806130303,0.930003274578717
Nairobi,Kamukunji,2012-06-01,2012,6,25455,268276,11889.5,0.0,0.3389388278690782,30.68993186950684,7.069986167236824,29.932271040561105,False,0.32234257710989483,0.8937233939926015
Nairobi,Kamukunji,2012-07-01,2012,7,25455,268276,11889.5,0.0,0.2174372408952017,9.9916353225708,-4.881123943762345,-32.81922242103081,False,0.3101657113410298,0.8599619532896187
Nairobi,Kamukunji,2012-08-01,2012,8,25455,268276,11889.5,0.0,0.3965130137363392,22.310641288757324,6.875764608383179,44.54693581793171,False,0.2980659959131916,0.8264144187520838
Nairobi,Kamukunji,2012-09-01,2012,9,25455,268276,11889.5,0.0,0.3282236325598039,16.154752731323242,-1.4705101840875372,-8.343195736398268,False,0.28643829627588574,0.7941755898720979
Nairobi,Kamukunji,2012-10-01,2012,10,25455,268276,11889.5,0.0,0.3468508051862251,57.02230262756348,8.197874781760305,16.790518892818884,False,0.2756177564760047,0.7641746832544011
Nairobi,Kamukunji,2012-11-01,2012,11,25455,268276,11889.5,0.0,0.40327757040218,162.46372985839844,23.76873268370929,17.137411707627844,False,0.2648657735898239,0.734363856762461
Nairobi,Kamukunji,2012-12-01,2012,12,25455,268276,11889.5,0.0,0.4308054697607836,199.72455596923828,103.26420212740248,107.05351785949576,False,0.2548601609255362,0.7066224079303575
Nairobi,Kamukunji,2013-01-01,2013,1,25455,268276,11889.5,0.0,0.4082535772290583,35.75083923339844,-13.660070651295513,-27.64585935205982,False,0.2449179419492373,0.6790567237226327
Nairobi,Kamukunji,2013-02-01,2013,2,25455,268276,11889.5,0.0,0.3266116111982821,11.475502014160156,-26.14626768910619,-69.49770809648051,False,0.23536357377635034,0.6525663902783596
Nairobi,Kamukunji,2013-03-01,2013,3,25455,268276,11889.5,0.0,0.3431253833236983,159.3394832611084,56.93418783491308,55.59691771598492,False,0.2270545906736008,0.6295289974343954
Nairobi,Kamukunji,2013-04-01,2013,4,25455,268276,11889.5,0.0,0.4236682013378478,314.6441206932068,132.00203804536298,72.27361631649755,False,0.21819708053214554,0.6049707647090721
Nairobi,Kamukunji,2013-05-01,2013,5,25455,268276,11889.5,0.0,0.4107884617502134,36.20014190673828,-69.25799415599217,-65.67344800669994,False,0.20995443202874184,0.5821172904271483
Nairobi,Kamukunji,2013-06-01,2013,6,25455,268276,11889.5,0.0,0.3492730943926004,25.36008048057556,1.7401347783055492,7.3672259887469265,False,0.2017640074025716,0.5594086114782738
Nairobi,Kamukunji,2013-07-01,2013,7,25455,268276,11889.5,0.0,0.26488055716134,10.0758376121521,-4.796921654181046,-32.25307132510133,False,0.19414213735004118,0.5382763005282508
Nairobi,Kamukunji,2013-08-01,2013,8,25455,268276,11889.5,0.0,0.3545306480028626,21.96737670898437,6.5325000286102295,42.32298167251622,False,0.1865685580387389,0.5172778799427455
Nairobi,Kamukunji,2013-09-01,2013,9,25455,268276,11889.5,0.0,0.3406981900514768,28.49889087677002,10.87362796135924,61.69342275088449,False,0.17929042774415968,0.4970986179690035
Nairobi,Kamukunji,2013-10-01,2013,10,25455,268276,11889.5,0.0,0.3331040300602854,16.997814416885376,-31.8266134289178,-65.1858400254731,False,0.1725175233023778,0.4783201394969113
Nairobi,Kamukunji,2013-11-01,2013,11,25455,268276,11889.5,0.0,0.3163348831447682,95.2908935546875,-43.40410362000165,-31.29464256402364,False,0.16578753071470878,0.4596606379475829
Nairobi,Kamukunji,2013-12-01,2013,12,25455,268276,11889.5,0.0,0.4292162055771185,146.4409236907959,49.9805698489601,51.814624203962886,False,0.15952471391351306,0.4422964227151338
Nairobi,Kamukunji,2014-01-01,2014,1,25455,268276,11889.5,0.0,0.3671379263357833,12.642955780029297,-36.76795410466465,-74.41262302286461,False,0.15330157714666864,0.4250422238984253
Nairobi,Kamukunji,2014-02-01,2014,2,25455,268276,11889.5,0.0,0.3038278195281746,73.05265259742737,35.43088289416102,94.17654505254411,False,0.14732120797531945,0.408461119779112
Nairobi,Kamukunji,2014-03-01,2014,3,25455,268276,11889.5,0.0,0.353394326533983,153.0377712249756,50.63247579878026,49.44322028275547,False,0.14212036313725315,0.3940413160349704
Nairobi,Kamukunji,2014-04-01,2014,4,25455,268276,11889.5,0.0,0.3669623048971839,54.70283126831055,-127.93925137953326,-70.04916365644807,False,0.13657617856885942,0.37866957242662613
Nairobi,Kamukunji,2014-05-01,2014,5,25455,268276,11889.5,0.0,0.2328027761719932,53.48804044723511,-51.97009561549534,-49.28030928271061,False,0.13141685457086785,0.36436488889541363
Nairobi,Kamukunji,2014-06-01,2014,6,25455,268276,11889.5,0.0,0.30690203705233,37.092376708984375,13.472431006714364,57.0383656953944,False,0.1262902190834887,0.35015083716007195
Nairobi,Kamukunji,2014-07-01,2014,7,25455,268276,11889.5,0.0,0.213050558813004,10.024576663970947,-4.848182602362199,-32.59773466068822,False,0.12151945916871673,0.3369234820238616
Nairobi,Kamukunji,2014-08-01,2014,8,25455,268276,11889.5,0.0,0.2792613083932059,19.78540229797364,4.350525617599487,28.18633221171955,False,0.11677892589529627,0.32377993293257357
Nairobi,Kamukunji,2014-09-01,2014,9,25455,268276,11889.5,0.0,0.2995591667354858,15.130915641784668,-2.4943472736261114,-14.152113847023298,False,0.11222332313317117,0.31114912009130113
Nairobi,Kamukunji,2014-10-01,2014,10,25455,268276,11889.5,0.0,0.2920575467283285,51.82137680053711,2.996948954733938,6.138216231020407,False,0.10798395657421143,0.29939510018048887
Nairobi,Kamukunji,2014-11-01,2014,11,25455,268276,11889.5,0.0,0.421679717565447,110.99070739746094,-27.70428977722821,-19.97497410979727,False,0.10377144984782023,0.28771555153853745
Nairobi,Kamukunji,2014-12-01,2014,12,25455,268276,11889.5,0.0,0.3829325639331625,94.0778350830078,-2.3825187588279846,-2.4699461114714083,False,0.09985136263263793,0.2768467619355266
Nairobi,Kamukunji,2015-01-01,2015,1,25455,268276,11889.5,0.0,0.3197294890852533,8.900625705718994,-40.51028417897496,-81.9865172965047,True,1.0959561123558967,5.309284611884554
Nairobi,Kamukunji,2015-02-01,2015,2,25455,268276,11889.5,0.0,0.2964505987282184,31.79832172393799,-5.823447979328357,-15.478931547504429,False,1.0532023307609804,5.102166833934656
Nairobi,Kamukunji,2015-03-01,2015,3,25455,268276,11889.5,0.0,0.2489624397830813,49.51736640930176,-52.887929016893565,-51.64569741904656,False,1.0160213845777577,4.922046276915683
Nairobi,Kamukunji,2015-04-01,2015,4,25455,268276,11889.5,0.0,0.3591549150769401,217.8642616271973,35.22217897935346,19.284810197475743,False,0.976385895635938,4.730034854970177
Nairobi,Kamukunji,2015-05-01,2015,5,25455,268276,11889.5,0.0,0.3577443912241579,94.04659271240234,-11.411543350328104,-10.820922667872765,False,0.9395017827881387,4.551352286792445
Nairobi,Kamukunji,2015-06-01,2015,6,25455,268276,11889.5,0.0,0.4077179618465603,23.47309446334839,-0.1468512389216236,-0.621725556750583,False,0.9028513607716823,4.373801817902997
Nairobi,Kamukunji,2015-07-01,2015,7,25455,268276,11889.5,0.0,0.3307649214083187,16.055596351623535,1.1828370852903891,7.953043978651149,False,0.8687451005068281,4.2085763670372085
Nairobi,Kamukunji,2015-08-01,2015,8,25455,268276,11889.5,0.0,0.3083528381093951,9.152666091918944,-6.2822105884552,-40.70139799978576,False,0.834854931119588,4.044397753684666
Nairobi,Kamukunji,2015-09-01,2015,9,25455,268276,11889.5,0.0,0.2732633537038565,7.3837502002716064,-10.241512715139171,-58.10700676802064,False,0.8022868337422225,3.8866238279821985
Nairobi,Kamukunji,2015-10-01,2015,10,25455,268276,11889.5,0.0,0.2698253447848704,47.49224805831909,-1.3321797874840795,-2.7285108013786803,False,0.7719795154530964,3.7398020923252404
Nairobi,Kamukunji,2015-11-01,2015,11,25455,268276,11889.5,0.0,0.4022657252181572,206.05717372894287,67.36217655425372,48.56856983053952,False,0.7418642186566924,3.5939105916886147
Nairobi,Kamukunji,2015-12-01,2015,12,25455,268276,11889.5,0.0,0.4566768808324383,127.36930418014526,30.908950338309467,32.043164997082926,False,0.7138394349303196,3.4581464389891265
Nairobi,Kamukunji,2016-01-01,2016,1,25455,268276,11889.5,0.0,0.4443922550719847,94.85521507263184,45.444305187937886,91.97220875710931,False,0.6859922109851526,3.323242462535217
Nairobi,Kamukunji,2016-02-01,2016,2,25455,268276,11889.5,0.0,0.4210492842789107,24.623443603515625,-12.99832609975072,-34.55001240577526,False,0.6592313208056845,3.193601155891321
