Record_ID,geo_county,geo_subcounty
KEN-KBU-033,Kiambu,Juja
KEN-NBI-062,Nairobi,Kasarani
KEN-KBU-034,Kiambu,Gatundu South
KEN-NBI-063,Nairobi,Kasarani
KEN-KBU-035,Nairobi,Westlands
NBI-003,Nairobi,Kilimani
NBI-004,Nairobi,Ruaraka
NBI-005,Nairobi,Westlands
NBI-006,Nairobi,Kilimani
NBI-007,Kiambu,Gatundu North
NBI-014,Kiambu,Gatundu South
NBI-015,Kiambu,Githunguri
NBI-016,Kiambu,Juja
KMB-001,Kiambu,Kikuyu
KMB-006,Kiambu,Kiambaa
MCK-001,Nairobi,Kasarani
MCK-003,Kiambu,Juja
MCK-004,Machakos,Matungulu
MCK-005,Nairobi,Kasarani
KEN-NBI-037-B,Nairobi,Kilimani
KEN-NBI-038-B,Nairobi,Kilimani
KEN-NBI-039-B,Kiambu,Juja
KEN-KBU-020-B,Kiambu,Thika Town
KEN-NBI-040-B,Nairobi,Kilimani
KEN-NBI-041-B,Nairobi,Kilimani
KEN-KBU-021-B,Kiambu,Juja
KEN-NBI-042-B,Nairobi,Kamukunji
KEN-KBU-022-B,Kiambu,Juja
KEN-NBI-044-B,Nairobi,Mathare
KEN-NBI-045-B,Nairobi,Embakasi East
KEN-KBU-023-B,Kiambu,Kiambu
KEN-NBI-046-B,Nairobi,Starehe
KEN-KBU-024-B,Kiambu,Thika Town
KEN-NBI-048-B,Nairobi,Embakasi Central
KEN-NBI-049-B,Nairobi,Starehe
KEN-NBI-050-B,Nairobi,Starehe
KEN-KBU-027-B,Kiambu,Thika Town
KEN-NBI-051-B,Nairobi,Kilimani
KEN-KBU-028-B,Nairobi,Westlands
KEN-NBI-052-B,Nairobi,Kamukunji
KEN-KBU-029-B,Kiambu,Thika Town
KEN-NBI-053-B,Nairobi,Kilimani
KEN-NBI-054-B,Nairobi,Embakasi West
KEN-NBI-069,Nairobi,Starehe
KEN-NBI-072,Nairobi,Kilimani
KEN-NBI-073,Nairobi,Ruaraka
KEN-NBI-074,Nairobi,Westlands
KEN-KBU-038,Kiambu,Gatundu South
KEN-KBU-039,Kiambu,Juja
KEN-KBU-040,Kiambu,Limuru
KEN-NBI-075,Nairobi,Embakasi West
KEN-NBI-076,Nairobi,Embakasi East
KEN-KBU-041,Kiambu,Gatundu South
KEN-NBI-077,Nairobi,Westlands
KEN-KBU-042,Kiambu,Githunguri
KEN-NBI-078,Nairobi,Kilimani
KEN-NBI-079,Nairobi,Westlands
KEN-NBI-080,Nairobi,Kilimani
KEN-NBI-081,Nairobi,Kibra
KEN-NBI-082,Nairobi,Kilimani
KEN-NBI-083,Nairobi,Kilimani
KEN-NBI-084,Nairobi,Embakasi North
KEN-NBI-085,Nairobi,Kamukunji
KEN-NBI-086,Nairobi,Westlands
KEN-NBI-087,Nairobi,Mathare
KEN-NBI-089,Nairobi,Embakasi South
KEN-NBI-090,Nairobi,Kamukunji
KEN-NBI-091,Nairobi,Embakasi North
KEN-NBI-092,Nairobi,Embakasi North
KEN-NBI-093,Kiambu,Thika Town
KEN-NBI-094,Kiambu,Githunguri
KEN-KBU-043,Kiambu,Juja
KEN-KBU-044,Kiambu,Thika Town
KEN-KBU-045,Kiambu,Juja
KEN-KBU-046,Kiambu,Juja
KEN-KBU-047,Kiambu,Ruiru
KEN-KBU-048,Kiambu,Juja
KEN-NBI-095,Nairobi,Embakasi North
KEN-KBU-049,Kiambu,Githunguri
KEN-NBI-096,Nairobi,Starehe
KEN-KBU-050,Kiambu,Githunguri
KEN-NBI-097,Nairobi,Kilimani
KEN-KBU-051,Kiambu,Juja
KEN-NBI-099,Nairobi,Mathare
KEN-NBI-100,Nairobi,Kilimani
KEN-KBU-052,Kiambu,Kiambu
KEN-NBI-101,Nairobi,Embakasi East
KEN-NBI-102,Nairobi,Kilimani
KEN-NBI-103,Nairobi,Kilimani
KEN-KBU-054,Nairobi,Westlands
KEN-NBI-104,Nairobi,Kibra
KEN-NBI-105,Nairobi,Kibra
KEN-NBI-106,Nairobi,Kilimani
KEN-NBI-107,Nairobi,Westlands
KEN-NBI-108,Nairobi,Mathare
KEN-NBI-109,Nairobi,Starehe
KEN-NBI-110,Nairobi,Kilimani
KEN-NBI-111,Nairobi,Westlands
KEN-NBI-112,Nairobi,Westlands
KEN-NBI-113,Nairobi,Embakasi East
KEN-NBI-114,Nairobi,Kilimani
KEN-NBI-115,Nairobi,Kamukunji
KEN-NBI-116,Nairobi,Westlands
KEN-KBU-055,Kiambu,Kiambu
KEN-KBU-056,Kiambu,Ruiru
KEN-KBU-057,Kiambu,Gatundu North
KEN-NBI-118,Nairobi,Starehe
KEN-NBI-119,Nairobi,Kilimani
KEN-NBI-120,Nairobi,Westlands
KEN-NBI-121,Nairobi,Kilimani
KEN-KBU-059,Kiambu,Kiambu
KEN-NBI-122,Nairobi,Starehe
KEN-NBI-123,Nairobi,Westlands
KEN-KBU-060,Kiambu,Thika Town
KEN-NBI-124,Nairobi,Westlands
KEN-NBI-125,Nairobi,Westlands
KEN-KBU-061,Kiambu,Juja
KEN-NBI-126,Nairobi,Westlands
KEN-KBU-062,Kiambu,Juja
KEN-NBI-128,Nairobi,Kilimani
KEN-NBI-129,Nairobi,Kilimani
KEN-NBI-130,Nairobi,Kamukunji
KEN-NBI-131,Nairobi,Kilimani
KEN-NBI-132,Nairobi,Kilimani
KEN-NBI-133,Nairobi,Embakasi East
KEN-NBI-134,Nairobi,Kilimani
KEN-NBI-135,Nairobi,Kilimani
KEN-NBI-136,Nairobi,Kilimani
KEN-NBI-137,Nairobi,Kilimani
KEN-NBI-139,Nairobi,Embakasi North
KEN-NBI-140,Nairobi,Starehe
KEN-KBU-063,Nairobi,Langata
KEN-KBU-064,Nairobi,Langata
KEN-KBU-065,Kiambu,Limuru
KEN-NBI-141,Nairobi,Kilimani
KEN-NBI-142,Nairobi,Kilimani
KEN-NBI-143,Nairobi,Kilimani
KEN-KBU-067,Kiambu,Githunguri
KEN-NBI-144,Nairobi,Mathare
KEN-KBU-068,Kiambu,Thika Town
KEN-NBI-145,Nairobi,Kilimani
KEN-NBI-146,Nairobi,Kamukunji
KEN-NBI-147,Nairobi,Kilimani
KEN-NBI-148,Nairobi,Kilimani
KEN-NBI-149,Nairobi,Westlands
KEN-NBI-150,Nairobi,Kilimani
KEN-NBI-151,Nairobi,Kilimani
KEN-NBI-152,Nairobi,Kilimani
KEN-NBI-153,Nairobi,Kilimani
KEN-NBI-154,Nairobi,Mathare
KEN-NBI-155,Nairobi,Kilimani
KEN-NBI-156,Nairobi,Kilimani
KEN-NBI-157,Nairobi,Kilimani
KEN-NBI-158,Kiambu,Juja
KEN-KBU-069,Kiambu,Limuru
KEN-KBU-070,Kiambu,Kiambu
KEN-KBU-071,Kiambu,Kiambu
KEN-KBU-072,Kiambu,Thika Town
KEN-KBU-073,Kiambu,Kiambu
KEN-NBI-159,Nairobi,Starehe
KEN-NBI-160,Nairobi,Kilimani
KEN-TRK-105,Nairobi,Kilimani
KEN-NBI-161,Nairobi,Kilimani
KEN-NBI-162,Nairobi,Kamukunji
KEN-NBI-163,Nairobi,Kamukunji
KEN-KBU-074,Nairobi,Westlands
KEN-NBI-164,Nairobi,Kamukunji
KEN-NBI-165,Nairobi,Kilimani
KEN-NBI-166,Nairobi,Kilimani
KEN-NBI-167,Nairobi,Embakasi West
KEN-KBU-077,Kiambu,Kiambu
KEN-NBI-170,Nairobi,Kilimani
KEN-NBI-171,Nairobi,Kamukunji
KEN-NBI-172,Nairobi,Starehe
KEN-NBI-173,Nairobi,Starehe
KEN-NBI-174,Nairobi,Kilimani
KEN-NBI-175,Nairobi,Kilimani
KEN-NBI-176,Nairobi,Kilimani
KEN-KBU-078,Kiambu,Githunguri
KEN-KBU-079,Kiambu,Kiambu
KEN-KBU-080,Kiambu,Githunguri
KEN-TRK-115,Nairobi,Kilimani
KEN-NBI-177,Nairobi,Kilimani
KEN-NBI-178,Nairobi,Kilimani
KEN-NBI-179,Nairobi,Embakasi East
KEN-NBI-180,Nairobi,Langata
KEN-NBI-181,Nairobi,Kamukunji
KEN-NBI-182,Nairobi,Kilimani
KEN-NBI-183,Nairobi,Kilimani
KEN-NBI-184,Nairobi,Kilimani
KEN-NBI-185,Kiambu,Ruiru
KEN-NBI-186,Kiambu,Ruiru
KEN-KBU-081,Kiambu,Juja
KEN-KBU-082,Kiambu,Kiambu
KEN-KBU-083,Kiambu,Githunguri
KEN-NBI-187,Nairobi,Embakasi East
KEN-NBI-188,Nairobi,Kilimani
KEN-NBI-189,Nairobi,Kilimani
KEN-KBU-084,Kiambu,Ruiru
KEN-NBI-192,Nairobi,Kilimani
KEN-NBI-193,Nairobi,Mathare
KEN-NBI-194,Nairobi,Starehe
KEN-NBI-195,Nairobi,Kilimani
KEN-NBI-196,Nairobi,Kilimani
KEN-KBU-086,Kiambu,Kiambu
KEN-KBU-087,Kiambu,Kiambu
KEN-NBI-197,Nairobi,Kilimani
KEN-KBU-088,Kiambu,Juja
KEN-NBI-198,Nairobi,Kilimani
KEN-NBI-199,Nairobi,Embakasi South
KEN-NBI-200,Nairobi,Embakasi South
KEN-NBI-201,Nairobi,Embakasi South
KEN-NBI-202,Nairobi,Kamukunji
KEN-NBI-203,Nairobi,Embakasi South
KEN-NBI-204,Nairobi,Embakasi East
KEN-NBI-205,Nairobi,Mathare
KEN-NBI-206,Nairobi,Kilimani
KEN-NBI-207,Nairobi,Mathare
KEN-NBI-208,Nairobi,Kilimani
KEN-NBI-209,Nairobi,Mathare
KEN-NBI-210,Nairobi,Kilimani
KEN-KBU-089,Kiambu,Juja
KEN-KBU-090,Nairobi,Westlands
KEN-KBU-091,Nairobi,Westlands
KEN-TRK-133,Nairobi,Kilimani
KEN-KBU-092,Kiambu,Thika Town
KEN-KBU-093,Kiambu,Juja
KEN-NBI-213,Nairobi,Embakasi South
KEN-NBI-214,Nairobi,Mathare
KEN-NBI-215,Nairobi,Westlands
KEN-NBI-216,Nairobi,Kilimani
KEN-NBI-217,Nairobi,Kilimani
KEN-NBI-218,Nairobi,Mathare
KEN-NBI-219,Nairobi,Mathare
KEN-NBI-220,Nairobi,Kilimani
KEN-KBU-094,Kiambu,Juja
KEN-KBU-095,Kiambu,Kiambu
KEN-KBU-096,Kiambu,Kiambu
KEN-NBI-224,Nairobi,Kilimani
KEN-NBI-225,Nairobi,Kilimani
KEN-TRK-142,Nairobi,Kilimani
KEN-NBI-227,Nairobi,Westlands
KEN-KBU-099,Kiambu,Githunguri
KEN-NBI-233,Nairobi,Kilimani
KEN-NBI-234,Nairobi,Mathare
KEN-NBI-236,Nairobi,Mathare
KEN-KBU-100,Kiambu,Kabete
KEN-NBI-238,Nairobi,Kilimani
KEN-NBI-239,Nairobi,Starehe
KEN-KBU-102,Kiambu,Juja
KEN-NBI-241,Nairobi,Kilimani
KEN-NBI-242,Kiambu,Kiambu
KEN-KBU-103,Kiambu,Kiambu
KEN-KBU-104,Kiambu,Juja
KEN-NBI-246,Nairobi,Kilimani
KEN-NBI-247,Nairobi,Kilimani
KEN-NBI-248,Nairobi,Kilimani
KEN-NBI-249,Nairobi,Kilimani
KEN-NBI-250,Nairobi,Westlands
KEN-NBI-251,Nairobi,Westlands
KEN-NBI-252,Nairobi,Westlands
KEN-NBI-253,Nairobi,Kilimani
KEN-NBI-255,Nairobi,Kilimani
KEN-NBI-256,Nairobi,Starehe
KEN-NBI-257,Nairobi,Kilimani
KEN-NBI-258,Nairobi,Kilimani
KEN-NBI-259,Nairobi,Kilimani
KEN-KBU-105,Nairobi,Westlands
KEN-KBU-106,Nairobi,Westlands
KEN-NBI-260,Nairobi,Embakasi North
KEN-NBI-261,Nairobi,Embakasi East
KEN-NBI-264,Nairobi,Kilimani
KEN-NBI-266,Nairobi,Kilimani
KEN-NBI-267,Nairobi,Embakasi East
KEN-KBU-107,Kiambu,Juja
KEN-KBU-108,Kiambu,Juja
KEN-KBU-109,Kiambu,Juja
KEN-NBI-275,Nairobi,Embakasi East
KEN-NBI-277,Nairobi,Westlands
KEN-NBI-278,Nairobi,Langata
KEN-NBI-279,Nairobi,Starehe
KEN-NBI-280,Nairobi,Westlands
KEN-NBI-281,Nairobi,Kilimani
KEN-NBI-282,Nairobi,Kilimani
KEN-NBI-283,Nairobi,Starehe
KEN-NBI-284,Nairobi,Starehe
KEN-KBU-110,Kiambu,Limuru
KEN-KBU-111,Nairobi,Westlands
KEN-KBU-112,Kiambu,Kiambu
KEN-TRK-161,Nairobi,Kilimani
KEN-NBI-286,Nairobi,Kilimani
KEN-NBI-287,Nairobi,Kilimani
KEN-NBI-288,Nairobi,Langata
KEN-KBU-113,Kiambu,Limuru
KEN-NBI-290,Nairobi,Kamukunji
KEN-NBI-291,Nairobi,Mathare
KEN-NBI-292,Nairobi,Mathare
KEN-NBI-293,Nairobi,Mathare
KEN-NBI-294,Nairobi,Kilimani
KEN-NBI-295,Nairobi,Kilimani
KEN-NBI-296,Nairobi,Mathare
KEN-NBI-297,Nairobi,Mathare
KEN-KBU-114,Kiambu,Kiambu
KEN-KBU-115,Kiambu,Juja
KEN-KBU-116,Kiambu,Juja
KEN-NBI-303,Nairobi,Makadara
KEN-NBI-304,Nairobi,Mathare
KEN-NBI-305,Nairobi,Kilimani
KEN-NBI-306,Nairobi,Kilimani
KEN-NBI-307,Nairobi,Kilimani
KEN-NBI-308,Nairobi,Kilimani
KEN-NBI-309,Nairobi,Embakasi North
KEN-NBI-310,Nairobi,Mathare
KEN-NBI-311,Nairobi,Mathare
KEN-KBU-117,Kiambu,Ruiru
KEN-KBU-118,Kiambu,Ruiru
KEN-NBI-312,Nairobi,Kilimani
KEN-NBI-313,Nairobi,Kilimani
KEN-NBI-315,Nairobi,Mathare
KEN-NBI-316,Nairobi,Kilimani
KEN-NBI-317,Nairobi,Kilimani
KEN-NBI-318,Nairobi,Starehe
KEN-NBI-319,Nairobi,Kilimani
KEN-NBI-320,Nairobi,Kilimani
KEN-NBI-321,Nairobi,Kilimani
KEN-KBU-119,Kiambu,Kiambu
KEN-KBU-120,Nairobi,Kilimani
KEN-TRK-174,Nairobi,Kilimani
KEN-NBI-322,Nairobi,Kilimani
KEN-NBI-323,Nairobi,Mathare
KEN-NBI-324,Nairobi,Westlands
KEN-NBI-325,Nairobi,Kilimani
KEN-NBI-326,Nairobi,Embakasi Central
KEN-NBI-327,Nairobi,Embakasi Central
KEN-NBI-328,Nairobi,Kilimani
KEN-NBI-329,Nairobi,Kilimani
KEN-KBU-121,Kiambu,Thika Town
KEN-KBU-122,Kiambu,Thika Town
KEN-KBU-123,Kiambu,Thika Town
KEN-KBU-124,Kiambu,Kiambu
KEN-NBI-333,Nairobi,Mathare
KEN-NBI-334,Nairobi,Kilimani
KEN-NBI-335,Nairobi,Embakasi East
KEN-NBI-336,Nairobi,Kilimani
KEN-NBI-337,Nairobi,Kilimani
KEN-KBU-125,Kiambu,Thika Town
KEN-KBU-126,Kiambu,Thika Town
KEN-NBI-339,Nairobi,Kilimani
KEN-NBI-340,Nairobi,Kilimani
KEN-NBI-341,Nairobi,Embakasi East
KEN-NBI-342,Nairobi,Embakasi East
KEN-NBI-343,Nairobi,Embakasi East
KEN-NBI-344,Nairobi,Embakasi East
KEN-NBI-345,Nairobi,Embakasi East
KEN-NBI-346,Nairobi,Kilimani
KEN-KBU-127,Kiambu,Ruiru
KEN-NBI-347,Nairobi,Kamukunji
KEN-NBI-348,Nairobi,Kilimani
KEN-NBI-349,Nairobi,Embakasi East
KEN-NBI-350,Nairobi,Kilimani
KEN-KBU-128,Kiambu,Kiambu
KEN-NBI-351,Nairobi,Mathare
KEN-NBI-352,Nairobi,Kilimani
KEN-KBU-129,Kiambu,Thika Town
KEN-NBI-356,Nairobi,Mathare
KEN-KBU-130,Kiambu,Limuru
KEN-NBI-359,Nairobi,Mathare
KEN-NBI-360,Nairobi,Kilimani
KEN-NBI-361,Nairobi,Kilimani
KEN-NBI-362,Nairobi,Kilimani
KEN-NBI-363,Nairobi,Kilimani
KEN-NBI-364,Nairobi,Mathare
KEN-KBU-131,Kiambu,Kiambaa
KEN-KBU-133,Nairobi,Westlands
KEN-KBU-134,Kiambu,Limuru
KEN-TRK-196,Nairobi,Kilimani
KEN-NBI-365,Nairobi,Westlands
KEN-NBI-366,Nairobi,Westlands
KEN-NBI-367,Nairobi,Westlands
KEN-NBI-368,Nairobi,Westlands
KEN-NBI-369,Nairobi,Westlands
KEN-NBI-370,Nairobi,Westlands
KEN-NBI-371,Nairobi,Kilimani
KEN-NBI-372,Nairobi,Kilimani
KEN-KBU-135,Nairobi,Westlands
KEN-NBI-374,Nairobi,Embakasi East
KEN-NBI-375,Nairobi,Westlands
KEN-NBI-376,Nairobi,Kilimani
KEN-NBI-377,Nairobi,Kilimani
KEN-NBI-378,Nairobi,Kamukunji
KEN-NBI-379,Nairobi,Kilimani
KEN-KBU-136,Kiambu,Thika Town
KEN-NBI-381,Nairobi,Westlands
KEN-NBI-382,Nairobi,Kilimani
KEN-KBU-137,Kiambu,Kiambu
KEN-NBI-383,Nairobi,Mathare
KEN-NBI-384,Nairobi,Mathare
KEN-NBI-385,Nairobi,Mathare
KEN-NBI-386,Nairobi,Mathare
KEN-NBI-387,Nairobi,Mathare
KEN-NBI-388,Nairobi,Kilimani
KEN-KBU-138,Kiambu,Ruiru
KEN-NBI-389,Nairobi,Mathare
KEN-NBI-390,Nairobi,Mathare
KEN-NBI-391,Nairobi,Kilimani
KEN-NBI-392,Nairobi,Kilimani
KEN-KBU-139,Kiambu,Kiambu
KEN-NBI-394,Nairobi,Mathare
KEN-NBI-395,Nairobi,Mathare
KEN-KBU-140,Kiambu,Limuru
KEN-KBU-141,Kiambu,Kiambu
KEN-NBI-393,Nairobi,Mathare
KEN-NBI-396,Nairobi,Ruaraka
KEN-NBI-397,Nairobi,Kilimani
KEN-NBI-398,Nairobi,Kasarani
KEN-NBI-399,Nairobi,Roysambu
KEN-KBU-142,Nairobi,Westlands
KEN-NBI-400,Nairobi,Embakasi East
KEN-KBU-143,Kiambu,Limuru
KEN-MCK-187,Kiambu,Juja
KMB-WAT-001,Kiambu,Limuru
KMB-WAT-002,Kiambu,Lari
KMB-LND-003,Kiambu,Gatundu South
KMB-WAT-004,Kiambu,Ruiru
KMB-WAT-005,Kiambu,Limuru
KMB-WAT-006,Kiambu,Lari
KMB-WAT-007,Kiambu,Juja
KMB-WAT-008,Kiambu,Thika Town
KMB-LND-009,Kiambu,Kiambu
KMB-LND-010,Kiambu,Githunguri
KMB-LND-011,Kiambu,Kiambu
KMB-WAT-012,Kiambu,Limuru
KMB-WAT-013,Kiambu,Gatundu North
KMB-LND-014,Kiambu,Thika Town
KMB-WAT-015,Kiambu,Ruiru
KEN-KBU-145,Kiambu,Ruiru
KEN-KBU-146,Kiambu,Kiambu
KEN-KBU-147,Kiambu,Juja
KEN-KBU-148,Kiambu,Ruiru
KEN-NBI-404,Nairobi,Embakasi North
KEN-NBI-405,Nairobi,Embakasi Central
KEN-KBU-151,Kiambu,Kiambu
KEN-KBU-152,Kiambu,Githunguri
KEN-NBI-406,Nairobi,Mathare
KEN-NBI-407,Nairobi,Mathare
KEN-NBI-408,Nairobi,Mathare
KEN-NBI-409,Nairobi,Mathare
KEN-NBI-410,Nairobi,Mathare
KEN-NBI-411,Nairobi,Mathare
KEN-NBI-413,Nairobi,Mathare
KEN-NBI-414,Nairobi,Mathare
KEN-NBI-415,Nairobi,Kilimani
KEN-NBI-416,Nairobi,Kilimani
KEN-NBI-417,Nairobi,Mathare
KEN-NBI-418,Nairobi,Mathare
KEN-NBI-419,Nairobi,Mathare
KEN-NBI-420,Nairobi,Kilimani
KEN-KBU-153,Kiambu,Kiambu
KEN-TRK-224,Nairobi,Mathare
KEN-NBI-421,Nairobi,Kilimani
KEN-NBI-422,Nairobi,Mathare
KEN-KBU-154,Kiambu,Kiambu
KEN-NBI-423,Nairobi,Mathare
KEN-KBU-036,Nairobi,Westlands
KEN-KBU-037,Kiambu,Gatundu North
KEN-KBU-144,Kiambu,Kiambu
KEN-KBU-155,Kiambu,Ruiru
KEN-KBU-156,Kiambu,Ruiru
KEN-NBI-064,Nairobi,Kilimani
KEN-NBI-065,Nairobi,Kilimani
KEN-NBI-066,Nairobi,Mathare
KEN-NBI-067,Nairobi,Kibra
KEN-NBI-424,Nairobi,Kibra
KEN-NBI-425,Nairobi,Embakasi West
KEN-NBI-426,Nairobi,Kibra
KEN-NBI-428,Nairobi,Ruaraka
KEN-NBI-431,Kiambu,Kiambu
KEN-NBI-432,Nairobi,Kilimani
KEN-NBI-433,Nairobi,Mathare
KEN-NBI-434,Nairobi,Mathare
KEN-NBI-435,Nairobi,Mathare
KEN-NBI-436,Nairobi,Mathare
KEN-NBI-437,Nairobi,Mathare
KEN-NBI-438,Nairobi,Kilimani
KEN-NBI-439,Nairobi,Embakasi East
KEN-KBU-157,Kiambu,Juja
KEN-KBU-159,Kiambu,Githunguri
KEN-KBU-160,Kiambu,Kiambu
KEN-KBU-161,Kiambu,Githunguri
KEN-NBI-440,Nairobi,Westlands
KEN-NBI-441,Nairobi,Westlands
KEN-NBI-442,Nairobi,Kilimani
KEN-NBI-443,Nairobi,Embakasi East
KEN-MCK-196,Machakos,Matungulu
LWC-2018-002,Kiambu,Ruiru
LWC-2021-003,Kiambu,Limuru
LWC-2022-007,Nairobi,Roysambu
LWC-2014-011,Kiambu,Thika Town
LWC-2017-012,Machakos,Matungulu
LWC-2024-014,Nairobi,Embakasi East
LWC-2026-015,Kiambu,Githunguri
KEN-NBI-446,Nairobi,Kilimani
KEN-NBI-447,Nairobi,Starehe
KEN-NBI-448,Nairobi,Kilimani
KEN-KBU-162,Kiambu,Juja
KEN-KBU-163,Kiambu,Gatundu North
KEN-KBU-164,Kiambu,Thika Town
KEN-NBI-449,Nairobi,Kilimani
KEN-NBI-450,Kiambu,Ruiru
LWC-1996-016,Nairobi,Westlands
LWC-2011-019,Kiambu,Juja
LWC-2020-021,Nairobi,Ruaraka
LWC-2024-022,Kiambu,Kiambu
LWC-2026-025,Kiambu,Kiambu
LWC-2026-026,Machakos,Matungulu
LWC-2024-030,Kiambu,Thika Town
LWC-2023-031,Nairobi,Kasarani
LWC-2023-032,Nairobi,Roysambu
LWC-2015-035,Nairobi,Kibra
LWC-2022-036,Kiambu,Limuru
LWC-2025-037,Machakos,Kangundo
KEN-KBU-165,Kiambu,Githunguri
KEN-KBU-166,Kiambu,Githunguri
KEN-KBU-167,Kiambu,Githunguri
KEN-NBI-451,Nairobi,Mathare
KEN-NBI-452,Nairobi,Makadara
KEN-NBI-453,Nairobi,Kilimani
KEN-NBI-454,Nairobi,Makadara
KEN-NBI-455,Nairobi,Kilimani
KEN-TRK-238,Nairobi,Kilimani
LWC-2024-038,Machakos,Matungulu
LWC-2026-039,Kiambu,Kiambu
LWC-2018-042,Kiambu,Ruiru
LWC-2024-045,Nairobi,Kasarani
LWC-2026-048,Kiambu,Thika Town
LWC-2017-049,Nairobi,Westlands
LWC-2023-050,Kiambu,Thika Town
KEN-NBI-457,Nairobi,Makadara
KEN-NBI-458,Nairobi,Kilimani
KEN-KBU-169,Kiambu,Kiambu
LWC-2020-056,Kiambu,Ruiru
LWC-2022-057,Kiambu,Gatundu North
LWC-2026-058,Kiambu,Ruiru
KE_LWC_093,Kiambu,Kiambu
KE_LWC_096,Kiambu,Kikuyu
KE_LWC_098,Nairobi,Kasarani
KEN-NBI-459,Nairobi,Kilimani
KEN-NBI-460,Nairobi,Kilimani
KEN-NBI-461,Nairobi,Kilimani
KEN-NBI-462,Nairobi,Kilimani
KEN-NBI-463,Nairobi,Kilimani
KEN-KBU-170,Kiambu,Kiambu
KEN-KBU-171,Kiambu,Ruiru
KE_LWC_099,Kiambu,Thika Town
KE_LWC_100,Nairobi,Westlands
KE_LWC_101,Nairobi,Westlands
KE_LWC_102,Nairobi,Kibra
KE_LWC_105,Nairobi,Mathare
KE_LWC_106,Kiambu,Kikuyu
KE_LWC_109,Kiambu,Ruiru
KE_LWC_110,Nairobi,Kilimani
KE_LWC_111,Machakos,Matungulu
KE_LWC_113,Nairobi,Westlands
KE_LWC_115,Nairobi,Kilimani
KEN-KBU-172,Kiambu,Ruiru
KEN-NBI-466,Nairobi,Kilimani
KE_LWC_118,Nairobi,Westlands
KE_LWC_119,Nairobi,Kamukunji
KE_LWC_123,Nairobi,Embakasi East
KE_LWC_124,Nairobi,Roysambu
KE_LWC_125,Kiambu,Githunguri
KE_LWC_126,Kiambu,Kiambu
KE_LWC_130,Kiambu,Lari
KE_LWC_131,Nairobi,Kasarani
KE_LWC_132,Machakos,Matungulu
KE_LWC_134,Kiambu,Thika Town
KE_LWC_136,Kiambu,Juja
KE_LWC_137,Machakos,Matungulu
KEN-NBI-468,Nairobi,Kilimani
KEN-KBU-173,Kiambu,Ruiru
KEN-KBU-174,Kiambu,Limuru
KE_LWC_145,Kiambu,Kiambu
KE_LWC_146,Nairobi,Westlands
KE_LWC_147,Nairobi,Kamukunji
KE_LWC_151,Kiambu,Ruiru
KE_LWC_152,Machakos,Matungulu
KE_LWC_153,Nairobi,Roysambu
KE_LWC_154,Nairobi,Kilimani
KE_LWC_158,Nairobi,Kamukunji
KE_LWC_160,Nairobi,Embakasi East
KE_LWC_161,Kiambu,Limuru
KE_LWC_163,Nairobi,Kibra
KE_LWC_164,Machakos,Matungulu
KE_LWC_165,Kiambu,Ruiru
KE_LWC_167,Kiambu,Ruiru
KE_LWC_168,Kiambu,Ruiru
KE_LWC_169,Nairobi,Embakasi Central
KE_LWC_170,Kiambu,Thika Town
KE_LWC_173,Kiambu,Kiambu
KE_LWC_174,Nairobi,Embakasi Central
KE_LWC_175,Machakos,Matungulu
KE_LWC_176,Kiambu,Juja
KE_LWC_178,Kiambu,Githunguri
KE_LWC_183,Nairobi,Kasarani
KE_LWC_187,Kiambu,Juja
KE_LWC_192,Machakos,Matungulu
KE_LWC_193,Kiambu,Thika Town
KE_LWC_194,Kiambu,Lari
KE_LWC_195,Nairobi,Kasarani
KE_LWC_198,Kiambu,Gatundu South
KE_LWC_200,Nairobi,Starehe
KE_LWC_202,Kiambu,Kikuyu
KE_LWC_203,Machakos,Kangundo
KE_LWC_204,Kiambu,Kiambu
KE_LWC_205,Nairobi,Langata
KE_LWC_208,Kiambu,Juja
KEN-NBI-469,Nairobi,Embakasi East
KEN-NBI-470,Nairobi,Mathare
KEN-KBU-175,Kiambu,Kikuyu
KEN-KBU-176,Kiambu,Lari
KEN-KBU-177,Kiambu,Lari
KE_LWC_210,Kiambu,Ruiru
KE_LWC_213,Kiambu,Thika Town
KE_LWC_217,Kiambu,Lari
KE_LWC_218,Nairobi,Dagoretti
KE_LWC_221,Kiambu,Limuru
KE_LWC_222,Nairobi,Kasarani
KEN-NBI-472,Nairobi,Makadara
KEN-KBU-178,Kiambu,Kiambu
KEN-KBU-179,Kiambu,Ruiru
KE_LWC_224,Nairobi,Kamukunji
KE_LWC_225,Kiambu,Kikuyu
KE_LWC_228,Kiambu,Juja
KE_LWC_230,Nairobi,Kasarani
KE_LWC_232,Kiambu,Gatundu South
KEN-NBI-473,Nairobi,Makadara
KEN-NBI-474,Nairobi,Makadara
KEN-KBU-180,Kiambu,Thika Town
KEN-KBU-181,Kiambu,Gatundu North
KEN-TRK-249,Nairobi,Kilimani
KEN-KBU-182,Kiambu,Limuru
KE_LWC_235,Kiambu,Thika Town
KE_LWC_237,Machakos,Matungulu
KE_LWC_238,Kiambu,Juja
KE_LWC_239,Nairobi,Ruaraka
KE_LWC_240,Kiambu,Lari
KE_LWC_243,Kiambu,Limuru
KEN-NBI-476,Nairobi,Mathare
KEN-NBI-477,Nairobi,Westlands
