model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.8933508887425938,0.0,0.0,0.0,0.609360009029855,0.16055483918721067
RandomForest,0.6109282422646478,0.14402618657937807,0.5641025641025641,0.22946544980443284,0.6121112929623568,0.14282647993964123
XGBoost,0.8380513495720869,0.17857142857142858,0.16025641025641027,0.16891891891891891,0.6259711797129259,0.14885088875075086
