mean_predicted_probability,fraction_of_positives,bin_count,model
0.034574035625494375,0.09210526315789473,152,LogisticRegression
0.054038408357613754,0.03289473684210526,152,LogisticRegression
0.0609582726969899,0.05921052631578947,152,LogisticRegression
0.06814878528203766,0.13157894736842105,152,LogisticRegression
0.077097002377636,0.05263157894736842,152,LogisticRegression
0.09117200624571006,0.07947019867549669,151,LogisticRegression
0.10753225833385656,0.09210526315789473,152,LogisticRegression
0.1255744575883816,0.15789473684210525,152,LogisticRegression
0.16609725071238976,0.1118421052631579,152,LogisticRegression
0.3157747854755954,0.21710526315789475,152,LogisticRegression
0.09195170578981002,0.05921052631578947,152,RandomForest
0.19723621535572297,0.06578947368421052,152,RandomForest
0.27160303270817504,0.05921052631578947,152,RandomForest
0.3326232465227225,0.07894736842105263,152,RandomForest
0.3857349852895455,0.09210526315789473,152,RandomForest
0.456317852682775,0.09271523178807947,151,RandomForest
0.5317540873413761,0.125,152,RandomForest
0.5903964376687574,0.15789473684210525,152,RandomForest
0.652929057410749,0.13157894736842105,152,RandomForest
0.7511206335236359,0.16447368421052633,152,RandomForest
0.0015179631343830568,0.06578947368421052,152,XGBoost
0.005239318959770332,0.046052631578947366,152,XGBoost
0.01216255046280199,0.06578947368421052,152,XGBoost
0.023942643482434123,0.05921052631578947,152,XGBoost
0.04415849686943387,0.07894736842105263,152,XGBoost
0.07641927816516517,0.1456953642384106,151,XGBoost
0.12844975635801492,0.09868421052631579,152,XGBoost
0.22163685068095984,0.125,152,XGBoost
0.37743486365989637,0.16447368421052633,152,XGBoost
0.6411312291104543,0.17763157894736842,152,XGBoost
