model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.8953258722843976,0.0,0.0,0.0,0.6316430573583911,0.18979261363803804
RandomForest,0.8973008558262014,0.0,0.0,0.0,0.636167390936283,0.16778412714950125
XGBoost,0.8222514812376563,0.1797752808988764,0.20512820512820512,0.19161676646706588,0.6049579547378521,0.14870093150504882
