model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.3285055957867018,0.11565836298932385,0.8333333333333334,0.203125,0.6481554640028594,0.21244879012155607
RandomForest,0.8973008558262014,0.0,0.0,0.0,0.6688018511202664,0.19331947797451737
XGBoost,0.5444371296905859,0.12777777777777777,0.5897435897435898,0.2100456621004566,0.5959139906315254,0.155201838060739
