model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.8973008558262014,0.5,0.01282051282051282,0.025,0.6202804898696315,0.2011017015351546
RandomForest,0.8973008558262014,0.0,0.0,0.0,0.639798145117294,0.21475310211718102
XGBoost,0.5497037524687294,0.13636363636363635,0.6346153846153846,0.22448979591836735,0.6243298154523393,0.181716916084573
