Shape_Leng,Shape_Area,ADM2_EN,ADM2_PCODE,ADM2_REF,ADM2ALT1EN,ADM2ALT2EN,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,ValidTo,County,SubCounty,panel_date,Year,Month,Population_Density_per_SqKm,Total_Population,total_abstraction_m3_per_day,wrua_count,Mean_NDVI,Rainfall_mm,Rainfall_Anomaly_mm,Rainfall_Anomaly_Percent,conflict_onset,conflict_persistence,conflict_severity_weighted,decayed_sentiment,dominant_topic_id,topic_diversity,conflict_persistence_lag6,conflict_severity_weighted_lag6,decayed_sentiment_lag6,topic_diversity_lag6,Mean_NDVI_lag6,Rainfall_mm_lag6,Rainfall_Anomaly_mm_lag6,Rainfall_Anomaly_Percent_lag6,risk_probability,risk_category
0.26712846559,0.00198642271,Dagoretti,KE047276,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Dagoretti,2026-01-01,2026.0,1.0,14908.0,434208.0,20186.58,0.0,,,,,False,0.4245996256064778,0.2790673646378122,-0.0116165950100969,-1.0,0.5486502645629795,0.7851422562485867,0.3534127674602697,-0.0482931772073926,0.4444983316388584,0.4088497052262588,8.271195293920726,-9.157700074390316,-52.48444867041045,0.004417745,Low
0.13008507965,0.00066490196,Embakasi Central,KE047284,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Embakasi Central,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40526579202,0.00697580217,Embakasi East,KE047285,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Embakasi East,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14345205782,0.00044118126,Embakasi North,KE047283,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Embakasi North,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.24343104778,0.0014260982,Embakasi South,KE047282,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Embakasi South,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16804456513,0.00079316644,Embakasi West,KE047286,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Embakasi West,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99312353053,0.01905620711,Gatundu North,KE022112,,,,Kiambu,KE022,Kenya,KE,2017-11-03,2019-10-31,,Kiambu,Gatundu North,2026-01-01,2026.0,1.0,384.0,109870.0,20.0,1.0,,,,,False,0.1738859805207038,0.2631230010757054,-0.2149184026222518,1.0,0.8170170936592251,0.221283347917806,0.3332207193532107,-0.2138762805618369,0.8183809211837445,0.7280946843560699,21.44123399460212,-20.617770513759574,-49.7813066678957,0.14218664,Medium
0.93920627124,0.01801349252,Gatundu South,KE022111,,,,Kiambu,KE022,Kenya,KE,2017-11-03,2019-10-31,,Kiambu,Gatundu South,2026-01-01,2026.0,1.0,631.0,122103.0,94.0,4.0,,,,,False,0.4686046022729691,0.0889363962157237,-0.0250562133762663,0.0,0.8867352889768643,0.6664399557668979,0.1126296439403977,-0.0223117762079725,0.94245200135128,0.669500917684546,16.70178312316405,-16.32799633691508,-49.588309862672624,0.03076783,Low
0.7561573016,0.01405574,Githunguri,KE022116,,,,Kiambu,KE022,Kenya,KE,2017-11-03,2019-10-31,,Kiambu,Githunguri,2026-01-01,2026.0,1.0,948.0,165232.0,3462.5,1.0,,,,,False,2.8593252939877125,0.1043864245674727,-0.0652862974662565,0.0,1.3610491852832236,3.72407431857464,0.2120135282961958,-0.0828133529612941,1.401267309322188,0.6831929281329427,13.43698189666025,-13.59798590583642,-50.454707969952864,0.15891379,High
1.13434656465,0.03034445234,Juja,KE022113,,,,Kiambu,KE022,Kenya,KE,2017-11-03,2019-10-31,,Kiambu,Juja,2026-01-01,2026.0,1.0,880.0,300948.0,1985.5,2.0,,,,,False,3.966438340044456,2.059517461049912,-0.1715058733666981,6.0,1.0066138024878666,4.034047892847413,2.6154421712727234,-0.1058626996243739,1.0947878264960682,0.4634240504914,5.38701937250202,-5.0663453070110975,-39.185566603186814,0.77691627,High
0.38477073209,0.00456838149,Kabete,KE022119,,,,Kiambu,KE022,Kenya,KE,2017-11-03,2019-10-31,,Kiambu,Kabete,2026-01-01,2026.0,1.0,3289.0,199653.0,5780.5,1.0,,,,,False,0.3056840637897067,0.0,-0.3758557622028512,0.0,0.6151778271516357,0.4584490715313,0.0,-0.3173774724887823,0.6780276407304922,0.5572621475350186,8.586464908619897,-10.528241874021132,-55.31242586870643,0.07530665,Medium
0.13990031386,0.00071813546,Kamukunji,KE047288,,,,Nairobi,KE047,Kenya,KE,2017-11-03,2019-10-31,,Nairobi,Kamukunji,2026-01-01,2026.0,1.0,25455.0,268276.0,11889.5,0.0,,,,,True,9.204247986487122,21.316326338653703,0.0342613786496636,-1.0,0.9849020679865996,4.546986412559287,15.366440035208814,-0.0630324900770531,0.7978481632280864,0.3754646461309767,7.618407964706421,-7.254351301626725,-48.77609575815634,0.28095564,High
