mean_predicted_probability,fraction_of_positives,bin_count,model
0.0347356205654306,0.06578947368421052,152,LogisticRegression
0.052154283664454994,0.05263157894736842,152,LogisticRegression
0.059908122087271344,0.06578947368421052,152,LogisticRegression
0.06724618373717121,0.039473684210526314,152,LogisticRegression
0.07617172002638041,0.05263157894736842,152,LogisticRegression
0.08723271855322222,0.08609271523178808,151,LogisticRegression
0.10187289177635618,0.11842105263157894,152,LogisticRegression
0.12060204941296195,0.13157894736842105,152,LogisticRegression
0.16135332587745244,0.14473684210526316,152,LogisticRegression
0.31624129253681116,0.26973684210526316,152,LogisticRegression
0.07486063121085584,0.03289473684210526,152,RandomForest
0.13667979749362041,0.08552631578947369,152,RandomForest
0.18931353087549876,0.046052631578947366,152,RandomForest
0.24737971165485126,0.09210526315789473,152,RandomForest
0.30106291847885486,0.07236842105263158,152,RandomForest
0.35087896930574214,0.09271523178807947,151,RandomForest
0.4090434398577732,0.13815789473684212,152,RandomForest
0.46834726214639205,0.11842105263157894,152,RandomForest
0.5432896919597062,0.1513157894736842,152,RandomForest
0.6800763298414582,0.19736842105263158,152,RandomForest
0.0003320645774740689,0.046052631578947366,152,XGBoost
0.0013705590762057047,0.046052631578947366,152,XGBoost
0.0030850394105073065,0.10526315789473684,152,XGBoost
0.006609374470396065,0.07894736842105263,152,XGBoost
0.013246727206646219,0.1118421052631579,152,XGBoost
0.02702040032835196,0.09933774834437085,151,XGBoost
0.05377013179914732,0.13815789473684212,152,XGBoost
0.11338034600607659,0.11842105263157894,152,XGBoost
0.2366373338001339,0.07236842105263158,152,XGBoost
0.5799361835969122,0.21052631578947367,152,XGBoost
