model,accuracy,precision,recall,f1,roc_auc,pr_auc
LogisticRegression,0.8887425938117183,0.0,0.0,0.0,0.5916953552683559,0.16749892768319496
RandomForest,0.749177090190915,0.17765042979942694,0.3974358974358974,0.24554455445544554,0.6116221758188011,0.19395026767815068
XGBoost,0.8729427254772877,0.29213483146067415,0.16666666666666666,0.21224489795918366,0.6008333803638279,0.19482507211249372
